company_id,price,volume,pe_ratio,revenue,profit,employees,profit_margin,rev_per_employee,valuation_status,company_size
300,518.2,709996,46.32,43322.07,2612.8,105327,6.03,0.4113,Overvalued,Large
301,353.24,878513,9.98,21415.52,16287.35,125965,76.05,0.17,Undervalued,Large
302,2703.64,3403389,39.18,80172.16,18492.66,123845,23.07,0.6474,Overvalued,Large
303,2749.11,4454385,49.46,34027.07,9267.33,161997,27.24,0.21,Overvalued,Enterprise
304,3223.41,488590,45.56,86654.14,10029.53,28985,11.57,2.9896,Overvalued,Small
305,3657.85,1865982,34.33,91610.46,6433.41,171228,7.02,0.535,Overvalued,Enterprise
306,4881.68,2878655,19.13,86122.56,17895.88,134375,20.78,0.6409,Fair Value,Large
307,2629.87,3251882,16.44,4465.78,12933.57,191413,289.62,0.0233,Fair Value,Enterprise
308,1682.49,3310016,41.87,78949.96,5836.21,133416,7.39,0.5918,Overvalued,Large
309,3996.41,2479877,44.59,41722.61,6045.78,98422,14.49,0.4239,Overvalued,Medium
310,1427.08,2489383,28.64,87498.57,17834.88,68719,20.38,1.2733,Fair Value,Medium
311,2250.96,264053,16.0,64157.47,371.32,21684,0.58,2.9587,Fair Value,Small
312,484.44,4887890,10.08,83530.67,6522.26,8621,7.81,9.6892,Undervalued,Small
313,224.22,1536536,8.92,50443.75,11131.7,181189,22.07,0.2784,Undervalued,Enterprise
314,4816.98,2642637,37.36,53967.52,3049.53,33641,5.65,1.6042,Overvalued,Small
315,4196.3,3490926,23.91,15294.38,1932.77,29163,12.64,0.5244,Fair Value,Small
316,3510.27,3713263,45.74,78614.75,16324.0,70368,20.76,1.1172,Overvalued,Medium
317,2103.87,4258549,38.29,42519.57,17898.65,126318,42.1,0.3366,Overvalued,Large
318,949.14,1446208,13.61,50507.93,16489.77,118306,32.65,0.4269,Undervalued,Large
319,866.54,4630889,32.62,78724.67,17985.88,196124,22.85,0.4014,Overvalued,Enterprise
320,1326.19,1878599,24.6,60285.69,11106.93,170735,18.42,0.3531,Fair Value,Enterprise
321,2791.21,122431,30.98,20908.77,16263.94,170924,77.79,0.1223,Overvalued,Enterprise
322,3601.52,1343131,38.21,59433.03,7742.45,133739,13.03,0.4444,Overvalued,Large
323,3334.97,747008,41.28,41355.65,13358.73,147293,32.3,0.2808,Overvalued,Large
324,1471.68,673441,42.97,47483.03,19777.83,132846,41.65,0.3574,Overvalued,Large
325,4778.84,4562816,16.43,3802.82,4591.98,76511,120.75,0.0497,Fair Value,Medium
326,3715.69,4470380,6.4,21792.91,7859.0,109976,36.06,0.1982,Undervalued,Large
327,2816.33,2149949,38.27,28822.77,9652.94,197447,33.49,0.146,Overvalued,Enterprise
328,3097.43,1368300,9.79,71583.04,2846.51,198253,3.98,0.3611,Undervalued,Enterprise
329,2156.04,2047763,19.17,2137.75,1712.67,160312,80.12,0.0133,Fair Value,Enterprise
330,1313.88,1729849,5.17,41468.95,16611.49,140499,40.06,0.2952,Undervalued,Large
331,1844.27,1985077,35.68,92478.66,19538.21,23431,21.13,3.9469,Overvalued,Small
332,3813.45,3982149,12.52,12076.18,8154.03,23104,67.52,0.5227,Undervalued,Small
333,170.53,4973062,34.49,52126.01,1844.23,119343,3.54,0.4368,Overvalued,Large
334,668.76,150861,49.63,78865.72,1409.65,141664,1.79,0.5567,Overvalued,Large
335,325.41,4945710,8.27,94310.6,17837.23,185969,18.91,0.5071,Undervalued,Enterprise
336,299.57,4100737,8.47,74930.89,9329.9,189267,12.45,0.3959,Undervalued,Enterprise
337,4291.76,821001,20.32,72335.99,6468.54,144921,8.94,0.4991,Fair Value,Large
338,3547.92,2091083,43.99,82822.32,9581.58,63317,11.57,1.3081,Overvalued,Medium
339,2423.45,4619216,14.7,45173.92,6434.25,89144,14.24,0.5068,Undervalued,Medium
340,579.39,1723911,21.22,80778.61,9831.81,9145,12.17,8.8331,Fair Value,Small
341,2508.92,1543717,8.08,1788.48,17205.17,20216,962.0,0.0885,Undervalued,Small
342,2420.01,4509352,39.34,92531.54,11886.8,18767,12.85,4.9305,Overvalued,Small
343,948.69,2957733,23.37,44887.34,13923.61,75157,31.02,0.5972,Fair Value,Medium
344,2225.87,1305663,39.17,55784.64,7356.95,74305,13.19,0.7508,Overvalued,Medium
345,2052.67,133320,45.66,26233.34,14796.27,27402,56.4,0.9574,Overvalued,Small
346,3117.67,427025,15.47,74510.55,13365.68,142455,17.94,0.523,Fair Value,Large
347,3211.96,464359,41.33,8586.94,2479.28,162107,28.87,0.053,Overvalued,Enterprise
348,321.99,1408507,7.66,87390.94,11495.59,72634,13.15,1.2032,Undervalued,Medium
349,1935.6,4166621,45.45,82983.57,5209.2,162796,6.28,0.5097,Overvalued,Enterprise
350,3166.71,1043187,34.28,22389.95,16101.5,13540,71.91,1.6536,Overvalued,Small
351,2565.37,4093710,44.34,81123.12,8576.16,111101,10.57,0.7302,Overvalued,Large
352,4296.8,1697690,5.01,78849.42,19894.21,46601,25.23,1.692,Undervalued,Small
353,3327.6,200734,12.61,63589.44,1940.76,132441,3.05,0.4801,Undervalued,Large
354,898.38,257702,22.54,37978.5,15628.92,7968,41.15,4.7664,Fair Value,Small
355,445.79,2951274,22.08,27878.38,13506.66,161423,48.45,0.1727,Fair Value,Enterprise
356,3247.85,1325811,15.2,23946.58,15373.23,78009,64.2,0.307,Fair Value,Medium
357,229.91,1247087,22.17,32542.29,6219.84,84623,19.11,0.3846,Fair Value,Medium
358,2970.3,3181091,10.8,90452.29,9891.88,169901,10.94,0.5324,Undervalued,Enterprise
359,4707.13,3929049,23.57,8686.44,15950.52,15834,183.63,0.5486,Fair Value,Small
360,2919.82,2803381,41.11,83058.26,4727.57,173601,5.69,0.4784,Overvalued,Enterprise
361,2002.03,1968670,26.56,35540.12,4598.06,172509,12.94,0.206,Fair Value,Enterprise
362,3252.11,4393122,5.81,52638.34,11065.91,171497,21.02,0.3069,Undervalued,Enterprise
363,2345.44,4446664,23.96,79654.08,10518.92,83700,13.21,0.9517,Fair Value,Medium
364,2773.52,4913673,6.22,88553.28,5717.02,193686,6.46,0.4572,Undervalued,Enterprise
365,4713.18,4855469,48.48,35133.36,6031.71,8533,17.17,4.1174,Overvalued,Small
366,1991.9,1032817,10.74,46722.5,5629.12,140283,12.05,0.3331,Undervalued,Large
367,4809.83,4435702,36.85,42037.09,15453.09,104086,36.76,0.4039,Overvalued,Large
368,4536.22,3378360,48.77,2311.85,13072.83,63853,565.47,0.0362,Overvalued,Medium
369,1059.38,3062732,42.17,30298.35,16665.1,113883,55.0,0.266,Overvalued,Large
370,439.87,2280338,36.47,46459.73,19511.91,21851,42.0,2.1262,Overvalued,Small
371,593.81,2092825,42.78,41698.27,9535.87,147625,22.87,0.2825,Overvalued,Large
372,189.29,3932978,49.18,72470.99,1427.21,170140,1.97,0.4259,Overvalued,Enterprise
373,562.77,4215811,32.96,39095.56,1057.04,161249,2.7,0.2425,Overvalued,Enterprise
374,3446.73,694604,30.16,49448.27,5983.73,165947,12.1,0.298,Overvalued,Enterprise
375,448.82,2149927,33.27,43531.25,18657.64,189316,42.86,0.2299,Overvalued,Enterprise
376,1662.98,3274108,28.97,74321.99,10511.94,48670,14.14,1.5271,Fair Value,Small
377,4239.89,2831638,33.58,86434.27,5508.55,177269,6.37,0.4876,Overvalued,Enterprise
378,214.03,364500,25.24,53657.02,8043.42,24603,14.99,2.1809,Fair Value,Small
379,4090.9,2267478,14.83,79153.79,12012.04,133951,15.18,0.5909,Undervalued,Large
380,1481.09,3076031,10.41,30381.88,13093.7,86940,43.1,0.3495,Undervalued,Medium
381,679.01,739282,8.08,54595.59,3163.0,131927,5.79,0.4138,Undervalued,Large
382,3514.01,3003633,16.85,35177.77,19542.93,39363,55.55,0.8937,Fair Value,Small
383,3181.82,2040369,7.08,42005.89,10940.97,108591,26.05,0.3868,Undervalued,Large
384,4399.61,4048242,30.52,73508.97,2800.2,55187,3.81,1.332,Overvalued,Medium
385,3701.85,1317060,17.77,88284.59,17883.34,173453,20.26,0.509,Fair Value,Enterprise
386,4037.06,1131519,42.1,13028.04,1585.3,51582,12.17,0.2526,Overvalued,Medium
387,1481.97,889352,8.34,63829.29,18163.94,186029,28.46,0.3431,Undervalued,Enterprise
388,969.45,4778714,15.19,58632.24,19931.66,123089,33.99,0.4763,Fair Value,Large
389,3778.01,1490281,37.86,12723.09,14038.59,148572,110.34,0.0856,Overvalued,Large
390,4053.49,4041106,31.95,21977.54,15431.9,40215,70.22,0.5465,Overvalued,Small
391,4953.48,2422466,7.9,31789.25,6812.33,14349,21.43,2.2154,Undervalued,Small
392,2121.83,1951317,44.48,17526.18,18837.38,177997,107.48,0.0985,Overvalued,Enterprise
393,1922.89,2046830,44.48,25129.22,10641.31,110461,42.35,0.2275,Overvalued,Large
394,3904.42,2714150,19.87,27492.48,14674.53,24700,53.38,1.1131,Fair Value,Small
395,1769.94,1668560,20.32,34231.71,18489.74,37806,54.01,0.9055,Fair Value,Small
396,4660.71,4760061,49.51,75189.65,19506.08,19322,25.94,3.8914,Overvalued,Small
397,4306.22,2705214,33.18,57619.31,16680.77,99141,28.95,0.5812,Overvalued,Medium
398,2202.07,2329180,28.91,98638.42,6130.05,104604,6.21,0.943,Fair Value,Large
399,3779.27,2428599,42.72,42058.85,19334.3,41239,45.97,1.0199,Overvalued,Small
400,3797.26,1095843,17.84,75632.64,12599.58,115019,16.66,0.6576,Fair Value,Large
401,605.31,4288891,24.31,87275.37,18619.79,41402,21.33,2.108,Fair Value,Small
402,4522.51,726045,17.05,68218.87,13554.49,87938,19.87,0.7758,Fair Value,Medium
403,2575.74,4131419,40.51,41774.61,6214.06,199331,14.88,0.2096,Overvalued,Enterprise
404,4149.64,4595511,30.8,75605.87,7463.49,139818,9.87,0.5407,Overvalued,Large
405,1668.24,1524945,34.65,21163.05,11054.39,144715,52.23,0.1462,Overvalued,Large
406,4488.06,1491538,16.35,33427.66,15821.3,153957,47.33,0.2171,Fair Value,Enterprise
407,2007.09,2463999,14.91,55121.84,6427.85,78453,11.66,0.7026,Undervalued,Medium
408,153.1,820488,26.98,57965.53,11636.65,162578,20.08,0.3565,Fair Value,Enterprise
409,4536.37,4890691,38.19,3192.01,6977.94,89092,218.61,0.0358,Overvalued,Medium
410,547.3,519065,28.64,94566.3,16333.81,51528,17.27,1.8352,Fair Value,Medium
411,1664.64,2884372,6.47,69966.1,9387.89,23877,13.42,2.9303,Undervalued,Small
412,4755.3,4325889,44.08,50074.67,1626.78,58039,3.25,0.8628,Overvalued,Medium
413,4757.98,1563807,7.91,93379.6,3404.45,184198,3.65,0.507,Undervalued,Enterprise
414,2909.85,3192195,48.01,44470.46,1315.98,86550,2.96,0.5138,Overvalued,Medium
415,3196.0,1716449,6.13,98063.12,10036.13,160725,10.23,0.6101,Undervalued,Enterprise
416,2297.38,389102,36.25,51716.19,2216.11,23648,4.29,2.1869,Overvalued,Small
417,1536.73,1436737,8.7,12314.29,2371.39,194393,19.26,0.0633,Undervalued,Enterprise
418,1710.46,3160006,45.98,76715.3,18826.86,168437,24.54,0.4555,Overvalued,Enterprise
419,3395.34,2477074,25.9,68210.87,17465.84,125649,25.61,0.5429,Fair Value,Large
420,3786.64,2897753,11.19,77525.69,9096.52,171873,11.73,0.4511,Undervalued,Enterprise
421,3978.74,1190805,20.34,95192.76,19717.53,182459,20.71,0.5217,Fair Value,Enterprise
422,3969.13,4543778,12.42,77872.44,103.71,137899,0.13,0.5647,Undervalued,Large
423,546.91,4262065,12.68,61522.32,12318.19,181889,20.02,0.3382,Undervalued,Enterprise
424,2522.66,3110087,47.66,85873.58,12366.92,163599,14.4,0.5249,Overvalued,Enterprise
425,382.04,360116,25.04,67651.4,9203.12,147864,13.6,0.4575,Fair Value,Large
426,2792.69,3068462,40.5,41403.79,7999.26,31725,19.32,1.3051,Overvalued,Small
427,2263.5,3142146,33.78,88676.36,9162.12,25018,10.33,3.5445,Overvalued,Small
428,4449.75,2718137,35.44,22968.15,8357.71,172308,36.39,0.1333,Overvalued,Enterprise
429,1819.48,4314279,10.93,71749.49,14636.8,114926,20.4,0.6243,Undervalued,Large
430,673.63,4452099,15.54,88274.78,2793.57,114981,3.16,0.7677,Fair Value,Large
431,800.66,3662223,40.4,73400.34,4033.02,183581,5.49,0.3998,Overvalued,Enterprise
432,3831.4,1357949,48.68,70030.27,3692.31,15677,5.27,4.4671,Overvalued,Small
433,3129.27,3071981,16.82,75511.19,5323.16,85255,7.05,0.8857,Fair Value,Medium
434,595.5,3950241,17.22,47040.47,10552.64,111876,22.43,0.4205,Fair Value,Large
435,512.12,4059076,26.28,87542.9,2313.05,99346,2.64,0.8812,Fair Value,Medium
436,3534.75,3834340,49.27,21140.21,17376.57,158861,82.2,0.1331,Overvalued,Enterprise
437,456.54,3421765,17.1,13611.26,6017.49,142326,44.21,0.0956,Fair Value,Large
438,4127.11,488076,23.31,29265.37,3334.51,95048,11.39,0.3079,Fair Value,Medium
439,3560.59,4984797,45.12,53626.16,13544.86,21441,25.26,2.5011,Overvalued,Small
440,498.61,3209244,5.13,51545.62,857.92,97654,1.66,0.5278,Undervalued,Medium
441,515.7,4916909,6.79,82239.28,12437.37,107898,15.12,0.7622,Undervalued,Large
442,4934.53,2298611,32.18,41052.3,13994.15,46430,34.09,0.8842,Overvalued,Small
443,1933.93,2060826,45.83,48950.1,4376.84,87859,8.94,0.5571,Overvalued,Medium
444,1916.15,2944664,15.75,2323.4,935.09,199588,40.25,0.0116,Fair Value,Enterprise
445,4082.72,2713275,26.13,41564.18,7336.54,86907,17.65,0.4783,Fair Value,Medium
446,4741.52,1478369,25.27,65129.65,2062.03,33413,3.17,1.9492,Fair Value,Small
447,4931.41,2523970,26.28,2535.32,2417.91,47000,95.37,0.0539,Fair Value,Small
448,3791.55,2190212,33.01,28807.31,5159.8,78940,17.91,0.3649,Overvalued,Medium
449,1943.67,4271774,26.14,21587.68,5979.81,165867,27.7,0.1302,Fair Value,Enterprise
450,509.15,2341984,25.14,5156.56,10646.41,161397,206.46,0.0319,Fair Value,Enterprise
451,3908.02,252999,26.34,48446.75,13600.0,86172,28.07,0.5622,Fair Value,Medium
452,2836.18,4642923,31.59,18990.61,11896.14,96467,62.64,0.1969,Overvalued,Medium
453,2178.69,161367,29.17,74565.07,3052.37,49256,4.09,1.5138,Fair Value,Small
454,4541.14,853315,43.44,84944.86,3524.51,87553,4.15,0.9702,Overvalued,Medium
455,644.87,4700108,7.23,55012.93,17587.51,159001,31.97,0.346,Undervalued,Enterprise
456,2513.86,3105334,42.5,98189.03,11211.21,26038,11.42,3.771,Overvalued,Small
457,155.63,2954190,42.98,45597.38,17411.76,59264,38.19,0.7694,Overvalued,Medium
458,2396.44,1384382,17.82,51823.45,7493.78,185702,14.46,0.2791,Fair Value,Enterprise
459,375.89,3953321,25.83,98932.56,12326.56,199371,12.46,0.4962,Fair Value,Enterprise
460,682.21,2754837,24.73,23923.3,10520.9,60382,43.98,0.3962,Fair Value,Medium
461,675.88,3584239,14.83,94312.05,6450.56,47901,6.84,1.9689,Undervalued,Small
462,3281.13,1142377,22.86,5240.92,9451.32,140637,180.34,0.0373,Fair Value,Large
463,3755.62,4677033,7.0,45192.3,10099.57,3426,22.35,13.191,Undervalued,Small
464,2958.51,3357181,17.5,7930.35,4095.34,134831,51.64,0.0588,Fair Value,Large
465,4814.65,1023780,41.75,73194.24,6368.71,191461,8.7,0.3823,Overvalued,Enterprise
466,1936.87,2966451,17.81,61232.48,15849.05,158766,25.88,0.3857,Fair Value,Enterprise
467,1499.99,2568152,41.82,70956.79,18324.19,115919,25.82,0.6121,Overvalued,Large
468,4356.14,4507871,28.92,38073.56,7259.9,4863,19.07,7.8292,Fair Value,Small
469,1195.62,2042811,44.59,37578.71,6208.75,142000,16.52,0.2646,Overvalued,Large
470,4819.79,398090,30.87,5486.61,3984.42,47688,72.62,0.1151,Overvalued,Small
471,159.56,417348,6.34,35644.55,13601.97,11321,38.16,3.1485,Undervalued,Small
472,4852.41,1426283,35.39,92999.55,6529.68,142383,7.02,0.6532,Overvalued,Large
473,311.48,192324,7.02,38543.43,19756.22,13669,51.26,2.8198,Undervalued,Small
474,4466.6,2420688,25.28,83305.4,6581.13,37960,7.9,2.1946,Fair Value,Small
475,2685.74,1905808,46.82,84390.22,7943.31,45437,9.41,1.8573,Overvalued,Small
476,4965.53,1420567,12.43,37950.87,12106.35,183483,31.9,0.2068,Undervalued,Enterprise
477,461.6,4320459,22.54,63566.88,16053.52,144687,25.25,0.4393,Fair Value,Large
478,2813.89,4636119,37.84,10441.79,9443.42,71795,90.44,0.1454,Overvalued,Medium
479,4849.58,4115470,44.7,11264.18,8510.86,106849,75.56,0.1054,Overvalued,Large
480,2663.18,4754798,35.19,5817.11,19913.19,156076,342.32,0.0373,Overvalued,Enterprise
481,3184.05,3377419,16.62,58520.49,308.82,191107,0.53,0.3062,Fair Value,Enterprise
482,3509.17,3722138,35.36,43181.03,17911.8,43890,41.48,0.9838,Overvalued,Small
483,2327.25,2640476,18.35,55255.2,3067.9,68680,5.55,0.8045,Fair Value,Medium
484,3175.03,4329011,37.33,52586.25,15739.91,5736,29.93,9.1678,Overvalued,Small
485,2963.14,1037841,47.93,35670.1,12396.84,77229,34.75,0.4619,Overvalued,Medium
486,4515.67,1667053,37.46,68069.87,6902.76,134064,10.14,0.5077,Overvalued,Large
487,322.69,2016545,43.83,76091.69,17490.11,21772,22.99,3.4949,Overvalued,Small
488,1476.72,2943940,5.09,2448.2,356.85,5912,14.58,0.4141,Undervalued,Small
489,4757.02,4647603,37.29,21516.99,4611.14,754,21.43,28.5371,Overvalued,Small
490,4462.29,4032441,42.33,71610.35,11381.17,54733,15.89,1.3084,Overvalued,Medium
491,2332.72,1307068,6.83,39275.4,7095.69,17243,18.07,2.2778,Undervalued,Small
492,3138.65,4464406,44.22,66585.91,12246.51,56034,18.39,1.1883,Overvalued,Medium
493,1459.17,494274,16.55,35349.3,579.79,67434,1.64,0.5242,Fair Value,Medium
494,1021.79,4511589,34.94,39684.76,2417.53,103563,6.09,0.3832,Overvalued,Large
495,2372.12,1486980,41.02,16709.21,2629.22,125951,15.74,0.1327,Overvalued,Large
496,1831.43,1308052,34.82,26564.87,3866.74,29187,14.56,0.9102,Overvalued,Small
497,2959.91,2955994,9.15,60935.76,9240.7,142790,15.16,0.4268,Undervalued,Large
498,480.9,3047762,31.83,43883.15,15067.36,8546,34.34,5.1349,Overvalued,Small
499,4874.53,2493293,29.73,77655.97,18120.22,102227,23.33,0.7596,Fair Value,Large
500,4932.43,3140267,45.51,85405.91,16723.91,48967,19.58,1.7442,Overvalued,Small
501,3520.99,3942323,23.19,54623.0,4018.07,182200,7.36,0.2998,Fair Value,Enterprise
502,2726.87,1397076,19.45,76068.46,8878.9,60201,11.67,1.2636,Fair Value,Medium
503,1616.69,1280887,38.74,31383.55,4068.29,158372,12.96,0.1982,Overvalued,Enterprise
504,4087.6,1907610,23.57,42082.15,5362.99,88174,12.74,0.4773,Fair Value,Medium
505,3455.18,4539850,34.07,71564.99,10120.58,192637,14.14,0.3715,Overvalued,Enterprise
506,896.82,2848385,34.09,39234.99,1455.37,118522,3.71,0.331,Overvalued,Large
507,4563.54,3815288,44.96,59261.99,4441.67,87992,7.49,0.6735,Overvalued,Medium
508,4130.43,2024401,31.94,19351.91,18714.03,120144,96.7,0.1611,Overvalued,Large
509,4754.02,1996220,27.6,60377.36,9375.71,39248,15.53,1.5384,Fair Value,Small
510,3656.03,3238744,11.25,86289.86,8963.19,83028,10.39,1.0393,Undervalued,Medium
511,3105.73,246470,10.21,86995.32,389.89,151870,0.45,0.5728,Undervalued,Enterprise
512,2149.39,1467223,11.94,72710.1,5023.25,173642,6.91,0.4187,Undervalued,Enterprise
513,4670.37,1155146,12.73,74829.58,17339.22,51760,23.17,1.4457,Undervalued,Medium
514,4343.71,2528081,33.7,56234.82,3376.11,185082,6.0,0.3038,Overvalued,Enterprise
515,321.57,3779126,38.34,58882.14,8360.99,35550,14.2,1.6563,Overvalued,Small
516,229.2,3744843,28.85,14231.41,385.19,187635,2.71,0.0758,Fair Value,Enterprise
517,1944.67,4373445,42.31,44942.06,9618.88,33857,21.4,1.3274,Overvalued,Small
518,4071.71,4306419,49.61,45626.85,518.32,78112,1.14,0.5841,Overvalued,Medium
519,4937.65,3284790,41.9,95891.29,16410.23,106850,17.11,0.8974,Overvalued,Large
520,837.04,3006495,36.27,43677.6,16514.59,127143,37.81,0.3435,Overvalued,Large
521,3011.24,4241363,28.96,55384.92,15776.07,162562,28.48,0.3407,Fair Value,Enterprise
522,1966.37,1674833,25.2,53791.89,5738.94,56216,10.67,0.9569,Fair Value,Medium
523,4852.58,3027337,8.8,64039.41,16761.02,144333,26.17,0.4437,Undervalued,Large
524,4226.38,2148891,22.97,75075.05,10905.66,32252,14.53,2.3278,Fair Value,Small
525,4207.81,1270439,45.96,23279.15,7538.78,106479,32.38,0.2186,Overvalued,Large
526,2396.6,3746804,41.36,53343.72,12544.07,20936,23.52,2.5479,Overvalued,Small
527,2132.62,747296,14.72,82765.85,345.59,197715,0.42,0.4186,Undervalued,Enterprise
528,1439.69,1649302,26.0,46848.36,2944.92,186820,6.29,0.2508,Fair Value,Enterprise
529,376.24,3222951,41.75,28567.3,14871.64,157503,52.06,0.1814,Overvalued,Enterprise
530,4337.14,1778687,8.03,65816.2,4958.82,141935,7.53,0.4637,Undervalued,Large
531,4083.21,900101,22.43,82552.97,12000.38,69544,14.54,1.1871,Fair Value,Medium
532,4998.62,4200612,43.33,7250.89,7763.54,93209,107.07,0.0778,Overvalued,Medium
533,4983.52,2059406,23.18,77902.26,17110.63,150359,21.96,0.5181,Fair Value,Enterprise
534,2821.62,1064918,8.49,82343.15,19053.06,143129,23.14,0.5753,Undervalued,Large
535,3868.04,596758,29.41,46690.77,17682.94,135551,37.87,0.3445,Fair Value,Large
536,4729.35,4742929,43.78,98347.26,5485.34,159131,5.58,0.618,Overvalued,Enterprise
537,4263.27,128625,31.56,78884.13,3963.84,82118,5.02,0.9606,Overvalued,Medium
538,1312.01,2933552,15.18,77592.59,9541.25,123176,12.3,0.6299,Fair Value,Large
539,2307.67,3531961,22.29,75036.02,245.95,158277,0.33,0.4741,Fair Value,Enterprise
540,732.88,1376647,25.26,15910.2,613.61,132049,3.86,0.1205,Fair Value,Large
541,4774.85,4142608,31.07,22505.86,11110.48,179525,49.37,0.1254,Overvalued,Enterprise
542,3070.26,4782315,39.17,46935.02,10456.94,83888,22.28,0.5595,Overvalued,Medium
543,1220.35,2627576,9.45,27136.43,19892.18,96970,73.3,0.2798,Undervalued,Medium
544,3391.33,416205,45.03,42108.86,4116.65,83408,9.78,0.5049,Overvalued,Medium
545,3128.83,3145315,5.55,88957.95,5236.27,182739,5.89,0.4868,Undervalued,Enterprise
546,1855.0,3244480,21.65,82608.36,2359.46,58013,2.86,1.424,Fair Value,Medium
547,656.43,4395680,6.23,63373.95,18359.11,2737,28.97,23.1545,Undervalued,Small
548,3390.71,3670834,22.68,85953.92,15578.44,42125,18.12,2.0404,Fair Value,Small
549,2649.51,3030639,28.66,78593.47,16464.55,99608,20.95,0.789,Fair Value,Medium
550,3884.36,2964781,28.03,43469.51,18065.0,82564,41.56,0.5265,Fair Value,Medium
551,2648.8,4205519,12.45,20905.45,10545.51,28842,50.44,0.7248,Undervalued,Small
552,4275.69,3717860,34.06,51905.9,9078.74,11931,17.49,4.3505,Overvalued,Small
553,2804.34,4452360,7.02,73886.66,6674.79,113868,9.03,0.6489,Undervalued,Large
554,2848.6,4928761,39.29,44205.54,11825.37,85192,26.75,0.5189,Overvalued,Medium
555,4395.6,4040285,47.6,67010.42,9140.14,90979,13.64,0.7365,Overvalued,Medium
556,2077.07,4757089,20.29,10338.42,9086.16,88470,87.89,0.1169,Fair Value,Medium
557,756.67,2727144,28.28,75052.47,18744.86,126637,24.98,0.5927,Fair Value,Large
558,241.04,2925896,22.05,81458.65,19682.23,177934,24.16,0.4578,Fair Value,Enterprise
559,3800.17,2138540,5.3,70976.95,15950.04,104924,22.47,0.6765,Undervalued,Large
560,3139.52,4976872,22.36,96759.1,15159.49,88841,15.67,1.0891,Fair Value,Medium
561,3549.99,2839956,40.63,82838.55,13643.11,18930,16.47,4.376,Overvalued,Small
562,1143.52,2719980,31.82,90406.28,3404.89,55144,3.77,1.6395,Overvalued,Medium
563,768.22,821384,9.56,93423.54,1276.21,74048,1.37,1.2617,Undervalued,Medium
564,171.27,619777,43.12,80333.45,13845.45,69302,17.23,1.1592,Overvalued,Medium
565,1817.88,3799181,28.9,67751.63,14602.85,37145,21.55,1.824,Fair Value,Small
566,2990.6,2987698,42.88,1566.14,1034.76,107609,66.07,0.0146,Overvalued,Large
567,2022.0,4330625,31.11,47116.75,18568.23,157799,39.41,0.2986,Overvalued,Enterprise
568,2243.63,2532593,30.19,57545.07,1913.7,15298,3.33,3.7616,Overvalued,Small
569,4530.38,4128812,9.74,31099.0,5789.42,69621,18.62,0.4467,Undervalued,Medium
570,1806.45,4131464,12.53,32492.34,13480.56,106571,41.49,0.3049,Undervalued,Large
571,2618.55,3490742,48.74,96154.78,3480.46,29575,3.62,3.2512,Overvalued,Small
572,3939.9,256498,15.28,89279.38,1202.78,19503,1.35,4.5777,Fair Value,Small
573,2043.06,2987296,48.99,85068.72,6689.82,3781,7.86,22.499,Overvalued,Small
574,3148.22,4688887,28.94,41195.17,15342.83,91655,37.24,0.4495,Fair Value,Medium
575,4325.58,2836582,11.11,2356.16,8332.21,118984,353.64,0.0198,Undervalued,Large
576,4752.65,1200500,9.47,8942.0,13094.16,93222,146.43,0.0959,Undervalued,Medium
577,820.66,1676590,14.4,31907.44,11634.42,115360,36.46,0.2766,Undervalued,Large
578,4640.28,2061977,46.65,2558.55,542.15,173464,21.19,0.0147,Overvalued,Enterprise
579,2511.37,4132654,23.64,2697.83,19771.95,105486,732.88,0.0256,Fair Value,Large
580,1365.4,764468,22.79,91743.73,924.42,136801,1.01,0.6706,Fair Value,Large
581,2349.77,3460160,19.09,70909.69,19359.27,93346,27.3,0.7596,Fair Value,Medium
582,4902.16,3385727,11.62,31586.64,11042.3,95964,34.96,0.3292,Undervalued,Medium
583,2513.83,980112,26.95,14131.81,19266.86,8517,136.34,1.6592,Fair Value,Small
584,1710.88,4652994,10.85,51651.94,2383.6,118988,4.61,0.4341,Undervalued,Large
585,3203.66,3137099,42.6,1529.27,9859.13,165937,644.7,0.0092,Overvalued,Enterprise
586,1276.71,4374277,21.67,93902.96,3473.13,74599,3.7,1.2588,Fair Value,Medium
587,471.73,4095609,21.87,42066.7,1114.4,131008,2.65,0.3211,Fair Value,Large
588,731.51,4928426,26.33,40831.16,12388.83,187746,30.34,0.2175,Fair Value,Enterprise
589,727.42,2142823,24.99,39668.77,4234.89,27775,10.68,1.4282,Fair Value,Small
590,844.32,1148173,49.77,7863.5,11795.17,171735,150.0,0.0458,Overvalued,Enterprise
591,780.25,1602025,29.54,64193.9,2336.05,11432,3.64,5.6153,Fair Value,Small
592,3240.29,2691661,8.97,73567.36,6706.53,19277,9.12,3.8163,Undervalued,Small
593,991.21,2012584,32.31,67936.41,15654.49,130660,23.04,0.5199,Overvalued,Large
594,1793.77,3877538,11.82,14705.11,8797.33,199619,59.82,0.0737,Undervalued,Enterprise
595,4494.26,325049,6.39,58305.18,12592.13,57204,21.6,1.0193,Undervalued,Medium
596,2422.41,1417191,48.68,57378.96,12984.41,84435,22.63,0.6796,Overvalued,Medium
597,3371.03,2961509,39.81,86972.67,16890.73,115038,19.42,0.756,Overvalued,Large
598,944.37,847419,49.1,38533.64,6565.96,80830,17.04,0.4767,Overvalued,Medium
599,1042.22,1179924,26.5,37777.11,13777.18,136123,36.47,0.2775,Fair Value,Large
